name,winery,variety,region,country,vintage,rating,price,type,body,acidity,food_pairings
Carrascal Cabernet Sauvignon Reserva,Weinert,Cabernet Sauvignon,Mendoza,Argentina,,3.83,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
MV Malbec,Mendoza Vineyards,Malbec,Mendoza,Argentina,,3.33,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Cabernet Sauvignon,Bodegas Esmeralda,Cabernet Sauvignon,Mendoza,Argentina,,3.58,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Novecento Syrah,Dante Robino,Syrah/Shiraz,Mendoza,Argentina,,3.23,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Fond de Cave Reserva Syrah,Trapiche,Syrah/Shiraz,Mendoza,Argentina,,3.65,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Brut Nature,Trivento,Chardonnay,Mendoza,Argentina,,3.46,,Sparkling,Medium-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Poultry', 'Soft Cheese']"
Malbec,Raza,Malbec,La Rioja,Argentina,,3.38,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Carmela Durigutti Gran Reserva Malbec,Carmela,Malbec,Mendoza,Argentina,,4.06,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Red Blend,Casa Montes,Cabernet Sauvignon,San Juan,Argentina,,4.01,,Red,Medium-bodied,Medium,"['Beef', 'Game Meat']"
Reserva Malbec,Valle de la Puerta,Malbec,Famatina,Argentina,,3.59,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Chardonnay,Chacra,Chardonnay,Patagonia,Argentina,,4.29,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Malbec,Estancia Uspallata,Malbec,Mendoza,Argentina,,4.1,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Estancia Argentina Malbec,Marco Zunino,Malbec,Mendoza,Argentina,,3.56,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Bonarda,Estancia Mendoza,Bonarda,Tupungato,Argentina,,3.47,,Red,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Extra Brut,La Linda,Chardonnay,Mendoza,Argentina,,3.6,,Sparkling,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Shellfish', 'Sweet Dessert', 'Vegetarian', 'Poultry']"
Chenin Dulce Natural,Chacabuco,Chenin Blanc,Mendoza,Argentina,,3.79,,Dessert,Medium-bodied,High,"['Shellfish', 'Lean Fish', 'Fruit Dessert']"
Merlot,Altosur,Merlot,Tupungato,Argentina,,3.48,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Fantasia Torrontés,Mauricio Lorca,Torrontés,Mendoza,Argentina,,3.49,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Assemblage,Legionario,Cabernet Sauvignon,Mendoza,Argentina,,3.31,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Altas Cumbres Extra Brut,Lagarde,Chardonnay,Mendoza,Argentina,,3.39,,Sparkling,Medium-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Shellfish', 'Sweet Dessert', 'Vegetarian', 'Poultry']"
Torrontes,Zolo,Torrontés,Mendoza,Argentina,,3.69,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Primogénito Sangre Azul Merlot,Patritti,Merlot,Patagonia,Argentina,,4.26,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Plata Gran Reserva Malbec,Gauchezco,Malbec,Mendoza,Argentina,,3.67,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Brut Rosé,Santa Julia,Pinot Noir,Mendoza,Argentina,,3.42,,Sparkling,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Cuvée Especial Blanc De Blancs,Zuccardi,Chardonnay,Paraje Altamira,Argentina,,3.9,,Sparkling,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
The Apple Doesn't Fall Far From The Tree Cabernet Sauvignon,Matías Riccitelli,Cabernet Sauvignon,Mendoza,Argentina,,3.82,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserva Cabernet Sauvignon,Finca La Escondida,Cabernet Sauvignon,San Juan,Argentina,,3.6,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec,Elodia,Malbec,Uco Valley,Argentina,,3.81,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Torrontes,Vallisto,Torrontés,Mendoza,Argentina,,3.82,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Malbec Reserva de Familia,Tierras Altas,Malbec,Lujan de Cuyo,Argentina,,4.17,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Made in Mendoza Malbec,Andean Vineyards,Malbec,Mendoza,Argentina,,3.6,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Atemporal Limited Edition Malbec-Touriga Nacional,Alta Vista,Malbec,Mendoza,Argentina,,3.87,,Red,Full-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Finca de Los Andes Malbec-Merlot,Lagarde,Malbec,Mendoza,Argentina,,3.75,,Red,Medium-bodied,Medium,"['Beef', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Shiraz-Malbec,Mendoza Heights,Syrah/Shiraz,Mendoza,Argentina,,3.33,,Red,Medium-bodied,Low,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Santa Isabel Malbec,Nieto Senetiner,Malbec,Mendoza,Argentina,,3.8,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
White Blend,Bodega Privada,Chardonnay,Mendoza,Argentina,,3.6,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Malbec-Syrah,Santa Florentina,Syrah/Shiraz,La Rioja,Argentina,,3.14,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Reserva Malbec,Castillo del Valle,Malbec,Mendoza,Argentina,,3.57,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Fond De Cave Chardonnay,Trapiche,Chardonnay,Mendoza,Argentina,,3.47,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Grande Reserve Chardonnay,Domaine Bousquet,Chardonnay,Gualtallary,Argentina,,3.96,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Roble Chardonnay,Bodega Norton,Chardonnay,Lujan de Cuyo,Argentina,,3.6,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Roble Cabernet Sauvignon,Finca La Escondida,Cabernet Sauvignon,San Juan,Argentina,,3.15,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Encuentro Brut Nature Pinot Noir,Rutini,Pinot Noir,Mendoza,Argentina,,4.15,,Sparkling,Full-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Malbec-Bonarda,Estancia Mendoza,Malbec,Mendoza,Argentina,,3.08,,Dessert,Medium-bodied,High,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Pequeñas Producciones Extra Brut Rosé,Escorihuela Gascón,Pinot Noir,Uco Valley,Argentina,,3.89,,Sparkling,Full-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Grand Reserve Winemaker's Selection Tinto,Proemio,Syrah/Shiraz,Mendoza,Argentina,,4.05,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Barrel Select Chardonnay,Bodega Finca Las Moras,Chardonnay,San Juan,Argentina,,3.54,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Torrontés,Michel Torino,Torrontés,Cafayate Valley,Argentina,,3.32,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Cabernet Sauvignon Roble,Finca Gabriel,Cabernet Sauvignon,Mendoza,Argentina,,3.4,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
El Alto Parcel Malbec,Doña Paula,Malbec,Lujan de Cuyo,Argentina,,4.28,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Assemblage Red,Alma Argentina,Tempranillo,Mendoza,Argentina,,2.94,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Cheese']"
Reserve Pinot Noir,Cruz Alta,Pinot Noir,Mendoza,Argentina,,3.37,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Textual Ancellotta,Zuccardi,Ancellotta,Paraje Altamira,Argentina,,3.64,,Red,Full-bodied,Medium,"['Beef', 'Barbecue', 'Codfish', 'Pasta', 'Pizza', 'Cheese']"
Altas Cumbres Sauvignon Blanc,Lagarde,Sauvignon Blanc,Mendoza,Argentina,,3.38,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Reserve Chardonnay,Hacienda Don Molina,Chardonnay,Mendoza,Argentina,,3.1,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Malbec,Finca La Igriega,Malbec,Paraje Altamira,Argentina,,3.77,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Abrasado Historic Blends Cabernet Sauvignon-Malbec-Merlot,Bodega Toneles,Cabernet Sauvignon,Mendoza,Argentina,,3.65,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Saurus Sauvignon Blanc,Schroeder,Sauvignon Blanc,Patagonia,Argentina,,3.37,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Traditional Method Brut,Bodegas Bianchi,Chardonnay,Mendoza,Argentina,,3.26,,Sparkling,Light-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Vegetarian', 'Poultry']"
Château Vieux Gran Reserva Cabernet Sauvignon-Merlot,López,Cabernet Sauvignon,Mendoza,Argentina,,3.81,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Encuentro Cabernet Sauvignon-Malbec,Rutini,Cabernet Sauvignon,Mendoza,Argentina,,3.98,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Reserva Chardonnay,Nieto Senetiner,Chardonnay,Mendoza,Argentina,,3.54,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Cabernet Sauvignon,Finca La Escondida,Cabernet Sauvignon,San Juan,Argentina,,3.36,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Trumpeter Reserve Rosé de Malbec,Rutini,Malbec,Mendoza,Argentina,,3.75,,Rosé,Full-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Merlot Reserva,Ruca Malen,Merlot,Mendoza,Argentina,,3.63,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Malbec,Pampa Estate,Malbec,Mendoza,Argentina,,3.25,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Chardonnay,Estancia Mendoza,Chardonnay,Mendoza,Argentina,,3.41,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Reserva Malbec,Samchen,Malbec,Mendoza,Argentina,,3.38,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Estate Malbec,Don Manuel Villafañe,Malbec,Mendoza,Argentina,,3.62,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Finca Deneza Malbec,Carinae,Malbec,Maipu,Argentina,,3.8,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec,Espiritu de Argentina,Malbec,Mendoza,Argentina,,3.41,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Misterio Reserva Malbec,Finca Flichman,Malbec,Mendoza,Argentina,,3.74,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Torrontés,Bodegas Santa Ana,Torrontés,Mendoza,Argentina,,2.87,,White,Medium-bodied,High,"['Pork', 'Rich Fish', 'Spicy Food', 'Cured Meat']"
Salvaje Malbec,Desquiciado,Malbec,Tupungato,Argentina,,4.02,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
150 Years Reserve Malbec,Graffigna,Malbec,San Juan,Argentina,,3.6,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Saurus Select Chardonnay,Schroeder,Chardonnay,Patagonia,Argentina,,3.54,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Syrah,Altaland,Syrah/Shiraz,La Rioja,Argentina,,3.94,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Newen Reservado Merlot,Bodega del Fin del Mundo,Merlot,Patagonia,Argentina,,3.44,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Late Harvest Viognier,Viña Las Perdices,Viognier,Mendoza,Argentina,,3.82,,Dessert,Medium-bodied,Low,"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry']"
Nuestra Propia Realidad,Passionate,Syrah/Shiraz,Mendoza,Argentina,,3.85,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Syrah,Pasarisa,Syrah/Shiraz,La Rioja,Argentina,,3.83,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Tomero Chardonnay,Bodega Vistalba,Chardonnay,Mendoza,Argentina,,3.42,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Luna Single Vineyard Syrah,Finca La Anita,Syrah/Shiraz,Agrelo,Argentina,,3.74,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Merlot,Altos del Condor,Merlot,Mendoza,Argentina,,3.4,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Rosa de Argentina Torrontés,Belasco de Baquedano,Torrontés,Mendoza,Argentina,,3.53,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
IV Century Edition,Don Manuel Villafañe,Petit Verdot,Mendoza,Argentina,,4.31,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Broquel Cabernet Sauvignon Reserva,Trapiche,Cabernet Sauvignon,Mendoza,Argentina,,3.82,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Punta Negra Single Vineyard Reserva Malbec,Belhara,Malbec,Mendoza,Argentina,,3.73,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Fran Cabernet Sauvignon,Nieto Senetiner,Cabernet Sauvignon,Mendoza,Argentina,,3.43,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Torrontés,Maipe,Torrontés,Mendoza,Argentina,,3.2,,White,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Spicy Food', 'Cured Meat']"
Criolla Argentina Tinta,Pala Corazon,Criolla Grande,Mendoza,Argentina,,3.55,,Red,Light-bodied,Low,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Gran Portrero Malbec,Vinos de Potrero,Malbec,Uco Valley,Argentina,,3.94,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Champaña Extra Brut,Nieto Senetiner,Pinot Noir,Mendoza,Argentina,,3.48,,Sparkling,Light-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Sélection du chef de Cave,CHANDON Argentina,Pinot Noir,Mendoza,Argentina,,4.12,,Sparkling,Full-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Sauvignon Blanc,Tapiz,Sauvignon Blanc,Mendoza,Argentina,,3.52,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Malbec,Alto Molino,Malbec,Cafayate Valley,Argentina,,3.64,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserve Malbec,Nanni,Malbec,Salta,Argentina,,3.94,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Altura Pinot Noir,Bodega Norton,Pinot Noir,Mendoza,Argentina,,3.8,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Sauvignon Blanc,Latitud 33,Sauvignon Blanc,Mendoza,Argentina,,3.37,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Cabernet Franc-Merlot-Petit Verdot,Tilia,Cabernet Franc,Mendoza,Argentina,,3.42,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Paradoux White Blend,Bodega Alandes,Sémillon,Mendoza,Argentina,,4.11,,White,Medium-bodied,Medium,"['Rich Fish', 'Shellfish', 'Sweet Dessert', 'Vegetarian', 'Poultry']"
Inseparable,PerSe,Malbec,Gualtallary,Argentina,,4.27,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Aires Dulces Sweet Malbec,Trivento,Malbec,Mendoza,Argentina,,3.23,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Extra Brut Método Tradiconal,Lagarde,Chardonnay,Mendoza,Argentina,,3.79,,Sparkling,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Vegetarian', 'Poultry']"
Malbec-Merlot-Cabernet Sauvignon,Trapezio,Cabernet Sauvignon,Mendoza,Argentina,,3.16,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Origen Cabernet Sauvignon,Trapiche,Cabernet Sauvignon,Mendoza,Argentina,,3.19,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserva Syrah,Santa Julia,Syrah/Shiraz,Mendoza,Argentina,,3.43,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Terroir Series Petit Verdot,Ruca Malen,Petit Verdot,Lujan de Cuyo,Argentina,,3.75,,Red,Full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Nuna Estate White Blend,Chakana,Viognier,Mendoza,Argentina,,3.67,,White,Medium-bodied,Medium,"['Pork', 'Game Meat', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Poultry', 'Soft Cheese']"
Viña Unica Chardonnay,Finca Ambrosia,Chardonnay,Gualtallary,Argentina,,3.98,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Gestos Shiraz,Finca Flichman,Syrah/Shiraz,Mendoza,Argentina,,3.47,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Malbec Reserve Cueva de Las Manos,Chakana,Malbec,Mendoza,Argentina,,3.44,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Amancaya Reserve Red Blend,Caro (Catena and Rothschild),Malbec,Mendoza,Argentina,,4.05,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Via Revolucionaria Sémillon Hulk,Passionate,Sémillon,Mendoza,Argentina,,3.56,,White,Medium-bodied,High,"['Rich Fish', 'Shellfish', 'Sweet Dessert', 'Poultry']"
Durigutti Proyecto Las Compuertas Cabernet Franc,Durigutti Family Winemakers,Cabernet Franc,Mendoza,Argentina,,4.04,,Red,Medium-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
El Manzano Los Chacayes,Buscado Vivo o Muerto,Cabernet Franc,Mendoza,Argentina,,4.25,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Montesco Verdes Cobardes,Passionate,Viognier,Mendoza,Argentina,,3.87,,White,Medium-bodied,Medium,"['Pork', 'Game Meat', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Sweet Dessert', 'Vegetarian', 'Poultry', 'Soft Cheese']"
Chardonnay,Mi Terruño,Chardonnay,Mendoza,Argentina,,3.56,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Tannat,Bodega del Fin del Mundo,Tannat,Patagonia,Argentina,,4.08,,Red,Full-bodied,High,['Beef']
La Espera 18 Meses Finest Expression Grand Reserva Blend,Funckenhausen,Syrah/Shiraz,Mendoza,Argentina,,4.41,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
La Zulema Malbec,Pulenta Estate,Malbec,Mendoza,Argentina,,3.55,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserva Malbec,Lui,Malbec,Mendoza,Argentina,,3.73,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Grand Cuvee Blend,Marcelo Pelleriti,Cabernet Franc,Uco Valley,Argentina,,4.43,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Paula Syrah,Doña Paula,Syrah/Shiraz,Mendoza,Argentina,,3.29,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Torrontés,Finca La Daniela,Torrontés,Mendoza,Argentina,,3.68,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Malbec-Cabernet Sauvignon,Séptima,Malbec,Mendoza,Argentina,,3.39,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Syrah,Finca el Origen,Syrah/Shiraz,Mendoza,Argentina,,3.49,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
505 Vineyards Malbec-Cabernet Franc Rosado,Casarena,Malbec,Lujan de Cuyo,Argentina,,3.51,,Rosé,Very light-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Soft Cheese']"
Pinot Grigio,La Consulta,Pinot Grigio,La Consulta,Argentina,,3.53,,White,Light-bodied,High,"['Shellfish', 'Vegetarian', 'Lean Fish', 'Mushrooms', 'Appetizer']"
Alta Malbec-Bonarda,Valle de la Puerta,Malbec,Famatina,Argentina,,3.46,,Red,Medium-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Rosadía,Mendel,Pinot Noir,Mendoza,Argentina,,4.13,,Rosé,Full-bodied,Medium,"['Beef', 'Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry', 'Soft Cheese']"
Finca Los Turcos Malbec,Altocedro,Malbec,La Consulta,Argentina,,4.26,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec Rosé,Finca La Escondida,Malbec,San Juan,Argentina,,3.68,,Rosé,Full-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Reserva Cabernet Sauvignon,Valle de la Puerta,Cabernet Sauvignon,Famatina,Argentina,,3.69,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Cabernet Sauvignon,Coliman,Cabernet Sauvignon,Mendoza,Argentina,,3.38,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Criolla,Cara Sur,Criolla Grande,San Juan,Argentina,,3.76,,Red,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Gran Reserva Cabernet Sauvignon-Merlot,Valle de la Puerta,Cabernet Sauvignon,Famatina,Argentina,,4.26,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Antología XLIV,Rutini,Merlot,Mendoza,Argentina,,4.42,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Sobrenatural Bonarda,Chakana,Bonarda,Mendoza,Argentina,,2.86,,Red,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Merlot Rosé,Goyenechea,Merlot,Mendoza,Argentina,,3.41,,Rosé,Medium-bodied,Medium,"['Beef', 'Game Meat']"
Wind Blend Bonarda-Malbec,Lui,Malbec,Mendoza,Argentina,,3.39,,Red,Light-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Premium Reserve Malbec-Bonarda,Algodon,Malbec,San Rafael,Argentina,,4.19,,Red,Full-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Clasico Torrontes,Valle de la Puerta,Torrontés,Famatina,Argentina,,3.48,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Ala Negra Gran Reserva Malbec,Bodega Corvus,Malbec,Mendoza,Argentina,,4.22,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Tempranillo,Bodegas Reservadas,Tempranillo,Mendoza,Argentina,,3.4,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food']"
Winemaker's Selection Reserva Cabernet Sauvignon,Clos d'Argentine,Cabernet Sauvignon,Mendoza,Argentina,,3.51,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Del Alma White Blend,Luigi Bosca,Chardonnay,Lujan de Cuyo,Argentina,,3.93,,White,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Seafood', 'Soft Cheese']"
Homage Bonarda,Bodegas Santa Ana,Bonarda,Mendoza,Argentina,,3.3,,Red,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Fincas Proprias Corte de Tintas Reserva,Salentein,Cabernet Sauvignon,Uco Valley,Argentina,,3.97,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Rosé of Malbec,Reginato,Malbec,Mendoza,Argentina,,3.79,,Sparkling,Medium-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Andean Vineyards,Cabernet Sauvignon,Mendoza,Argentina,,3.62,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Dilema Vino Spumante Dulce Blanco,Estancia Mendoza,Chardonnay,Tupungato,Argentina,,3.27,,Sparkling,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Shellfish', 'Vegetarian', 'Poultry']"
Diverso Syrah,Passionate,Syrah/Shiraz,Mendoza,Argentina,,3.65,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Malbec,Medrano Estate,Malbec,Mendoza,Argentina,,3.1,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Via Revolucionaria La C.Grande,Passionate,Criolla Grande,Mendoza,Argentina,,3.59,,Red,Light-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Old Vine Malbec,Martino Wines,Malbec,Mendoza,Argentina,,3.73,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
